unique_post_id,content,is_starter,A3_stress,A3_anxiety,A3_depression
thread_11186657_دختر_بهار۷۴۷۴_1402/03/07 12:58,اره عزیزم اولیه,False,1,1,1
373741445,بروزرسانی سوخته چرا😐😑,False,2,1,1
388715605,برام میگی عزیزم سوالم دوپیام بالاتره.,False,1,1,1
381515291,"احتمالا بد تزریق کردی ، چیزی نیست ، کبودی که کلا طبیعیه ولی وقتی قلمبه میشه دردناک میشه
نگران نباش ولی خب باید تحمل کنی تا خوب بشه ، یه کم خوی شدنش زمان بره",False,1,1,1
thread_9293586_الوانا_1401/06/06 11:39,"چطوری روت میشه تویی که انکار کردی دوباره تو صورتشون نگاه کنی
عزیزم مگه جرم کردی یا کار خلاف شرع
خاله های شوهرت صاف کف دست مادر شوهرت گذاشتن یا پای دروغی که گفتی نمیاد خودش کوچیک کنه بپرسه که بهش بگی نه یا اینکه تصور چاق شدن ازت داره یا اینکه اینقدر که ندیدت اصلا بهت فکرنمیکنه",False,1,1,1
409551727,آنوکساا باید بزنی یا فقط آسپرین خوراکی؟,False,2,2,1
thread_13844393_starter,یکدفعه دلم پر آشوب میشه تهوع میگیرم میترسم مدام خسته ام اینقدر که نا ندارم کارامو بکنم الان ۳ ساله اینطوری میشم الانم ۱ سال ونیم قرص اعصاب میخورم بازم این حس هست چکار کنم دکترا هم تشخیص نمیدن چرا اینطور میشم کسی مثل من هست بخدا بریدم دیگه زندگیم داره از هم میپاشه تمام آزمایش هارم دادم آندوسکپی سونوگرافی حتی آزمایش سرطان من چمه روانپزشکم فقط دارو میده خوابم و خسته کمکم کنید جان عزیزاتون مثلا ۱۵ روز میگرتم از صبح تا شب  تهوع و بی اشتهایی و ترس و اضطراب دارم بعدش خودش خوب میشه دوباره شروع میشه بیچاره شدم دیگه خوب نمیشم اصلا,True,10,10,9
408337546,"آریا..
آیهان خیلللللی زیاد شده دگ",False,1,1,1
331731875,من توی ۸ هفته ضربانش قطع شد ی هفته منتظر شدم ک خودش سقط نشد .بعد قرص  بهم داد دکتر زیر زبونی تا گذاشتمو اب شد دردای وحشتناک شروع شد  خیلی بد بود از ۴ بعدظهر تا ۹ شب درد کشیدم   تا دفع شد تیکه تیکه بعد تا ۱۱ شب بازم درد داشتم حتی فرداش موقع دفع لخته درد خیلی شدید میگرفتم. خدا برای کسی نخواد,False,6,4,4
367738141,۳۱ سالمه ناخواسته بود,False,1,1,1
354063237,"ضرر نداره از داروخانه بخرم
دکتر بهم داده بود
سعی کن با سرعت از جات بلند نشی از خواب که بیدار شدی نون خشک مثل نان گندم جو بخور یا بیسکوییت جو",False,1,1,1
thread_15544453_starter,"سلام 🥲من تو کل پریودیم بار دومه سابقه عقب افتادن گرفتم و باردار نبودم یکبار 11روز یکبار فکر کنم،3یا 4روز.
با اینکه من پریودی هام منظم بوده الان یه هفتس طبق تقویم پریودیم عقب انداختم بی بی بزنم یا نه برای عقب افتادنم برم دکتر🥺🥺🥺🥺",True,5,6,2
301338944,"درد ک زیاده
یجایی ب بعد بدن ب مسکن اعتیاد پیدا میکنه
😥",False,4,3,2
413781566,"ن عزیزم چرا خجالت اور باشه
هرجور شده تقلا کن ولی اروم نشین بیاد کتکت بزنه و بره",False,1,1,1
381928740,منم پنج هفته بودم ببین من سقط کردم خونریزی خیلی کم داشتم عقلم نرسید دارو گیاهی بخورم همش دفع بشه حتی درد هم نداشتم هی بتا چک کن اه به دکتر میگم مگه سقط بدون درد میشه میگه آره خب اشغال پیگیری کن ببین دفع کامل کردم یا نه یه جوش رو تبدیل به دمل کردن برام باور میکنید ده روز بعد سقط رفتم دکتر اینم بخاطر اینکه پریود بشم داعم رفتم تا فهمیدم وگرنه دکتر می‌گفت شاید تا دوماه دیگه نشی خیلی ناراحتم,False,8,6,6
400223648,اره کمی ، مثلا الان نمیدونم چه مرگم شده وقتی پامو دراز میکنم شکمم سفت میشه میاد جلو,False,4,4,1
413965985,بین ۶۰۰ تا ۷۰۰ سوت,False,1,1,1
388359045,بسته به روحیه و جسم خودت داره.من سزارین کردم و به شدت راضی,False,1,1,1
thread_13363518_starter,دلم میخواد تنها باشم هیچکس تو اتاق نفس نکشه بوی خواب نده سرصدا نکنه دست خودم نیست نمیتونم هزاربار بیدار میشم اصلا نمیشه چقد سختهههه بارداری هزارتا مشکل داره😭,True,8,6,6
337913265,"۹ ماهههه 😭
چجوری دکترت نفهمیده قلب نداره مگه میشه مگه داریم 😵",False,1,1,1
thread_11168059_کلید۹_1402/03/04 12:22,به چیش دلتو خوش کردی وقتی تو روت میگه یه زن دیگه بگیرم خرجتم که پدر مادرت میدن,False,1,1,1
thread_13768670_starter,"الان 30 هفتمهولی بالای نافم انقدرررنازک شده اصلا نمیتونم دست بزنم داره پاره میشه
توی نورم برق میزنه قشنگ مشخصه نازک شده
شکم اولمم نیستا",True,3,4,1
343916868,منفیه خودتو خسته نکن اون خط تبخیره بوه هم نمیخوای فعلا دستگاه بذار,False,1,1,1
386504211,رقیه چه حسی داشت صداشو شنیدی؟🥲🥲🥲,False,1,1,1
413936368,من خودم خیلی بعد از کات اذیت شدم 5 ساله جدا شدیم همش توی ذهنم اونو تصور میکردم و خیلی اذیت بودم هنوزم عاشقش بودم وقتی خاطرتمو باهاش مرور میکردم اول یه لبخند میزدم که چه خاطرات شیرینی داشتیم بعد شروع میکردم گریه کردن و خودخوری که چرا از دستش دادم   یه روز به خودم گفتم ببین این ادم دیگه تموم شدست گفتم شاید یه روز از خواهرش بشنوم که ازدواج کرده ( چون فامیله )  بعد باید بشینم گریه کنم؟ حتی تصور همچین چیزی ام کلافه م میکرد به  قدری روی خودم کار کردم کم کم داشتم فراموشش میکردم بعد شنیدم زن گرفته اصلا اذیت نشدم برام عادی بود انگار پسر بققالی سر کوچمون زن گرفته بود   چون قبلش خودم رو برای همچین روزی آماده کرده بود رو خودم کار کرده بودم,False,6,4,7
thread_12638391_starter,"من امروز رفتم سونو جنین دیده نمیشد نه تو رحم نه تو لوله رحم گفتن حتی ساک بارداری هم دیده نمیشه
چرا اینجوری شده من واقعا سردرگمم امروزم باز فقط دل درد و کمردرد دارم مثل درد پریودی
گفتن طبیعیه چون ماهای اولته
چیکاربایدبکنم بنظرتون😑",True,6,7,1
342738350,من گواهینامه دارم ولی شوهرم اجازه نمیده بشینم چند بار یواشکی برداشتم,False,2,1,1
377402296,شما کسی رو سراغ دارین,False,1,1,1
thread_6272259_mahrad70_1400/01/25 19:57,من تنهاچیزی که هنوز حالمو بهم میزنه شیره,False,1,1,1
299861162,طاهره جان شما علائمت سر پسرت فرق میکرد میشه از علائم هات بگی,False,1,1,1
413023200,اگه بچه نداری طلاقتو بگیر اینو یک عزیزی ب من گفت من گوش ندادم حالا مثل سگ پشیمونم,False,3,1,4
341267817,عزیز مشکلی پیش نمیاد؟؟درد نداره؟،امپول وشفاف استفاده کرد؟؟,False,3,4,1
386422250,"اشکال نداره
برای ناف هم چهار انگشت اطرف ناف
بالا پایین چپ راست فرقی نداره",False,1,1,1
345604869,نه خون روشن خطرناکه .خون قهوه‌ای یعنی خون مونده,False,1,1,1
thread_13554770_starter,"صبح رابطه داشتم ازدهمون‌مثقع ترشح صورتی دیدم فک کردم طبیعی یکم درد داشتم از ظهر دردام‌بیشتر شده وقتی راه میرم هر تقریبا۵دقیقه اینا میگیره ۳۰ثانیه ول میکنه ولی دراز کشیدم ارومم
دلم‌میخواد راه برم‌ولی خوابم‌میاد خستم
نمیخوام‌تا مطمئن نشدم‌از دردام برم‌زایشگاه",True,4,3,1
374787581,"اها پس قبل از رسیدن به گردن رحمه
مرسی عزیزم لطف کزدی",False,1,1,1
thread_11430239_گوفی_goofy_1402/04/07 16:25,"من دیشب دکتر بودم بهم گف عفونت و‌زخم داری
پاپ اسمیر دادم
نه یه ساله ازدواج کردم فعلا بچه نمیخوام",False,1,1,1
372584072,پس چیکار کنم,False,2,2,1
287252607,جایی نگو مسافری عزیزم,False,1,1,1
411594189,"ممنون عزیزم همچنین شما
اگه در حد لک باشه نترس اگه شیاف داری استفاده کن فردا برو دکتر",False,1,1,1
286488682,بخور بابا اینهمه نردم میخورن چیزیشون نشده سخت نگیرین خیلی,False,1,1,1
330759339,ازمایشگاه انجام داد اورژانسی زد😔دارم دق میکنم دیشب سرم زدم صبم باید میزدم نزاشتم بدنم تحمل نداره ن خونم جمع کردم ن بچه هام حمام کردم ن غذا پختم عین یه مرده نشستم ی گوشه گریه میکنم این اشکا تموم نمیشه نمیتونمم گریه نکنم,False,9,8,9
368839888,"متاسفم که  قرن ها    احکام رو   مردها نوشتن   و ما نمیدونیم  همه چیزهایی که  الان میگن   واقعا سندش درست یانه
حمله نکنید    من آدم معتقدی  هستم
ولی  واقعا   تو بعضی موارد  شک میکنم",False,3,2,1
thread_15063413_starter,"سلام من هفته هفتم بارداری هستم اصلا نمیتونم غذا بخورم حالت تهوع دارم و ببخشید چون چیزی نخوردم چیزی هم بالا نمیارم فقط اسید معده
سر گیجه هم دارم کلافه شدم یه لیوان آب هم ک میخورم بالا میارم",True,6,3,2
413725491,فک کنن موذی هستی بهتره تا یه خرفی بزنی که هودت سبک شی ،منم اکثرا سعی میکنم سکوت کنم و خودمو قاطی نکنم باهاشون,False,3,3,1
409129972,برا یه کلمه ساک جمع کردی طلاق بگیری؟؟؟ 😳😳,False,1,1,1
385746397,ینی بخاطر قرصاس؟ خیلی استرس گرفتم الان,False,7,6,1
407028864,چرا اپلود نمیشه؟؟,False,2,1,1
290034020,عزیزم من بارداری اولم کلا هیچ علامتی نداشتم.نه ماه رو هم مضطرب بودم چرا اینطورم.نگران نباش.مشکلی نیست انشاا..,False,4,6,1
374332040,عزیزم زیر نظر پریناتولوژیست هستم ،آزمایش دادم هنوز جوابش نیومده ،خواستم از تجربیات بقیه استفاده کنم,False,2,3,1
400530170,من تواقدامم،هرشب خواب پسر بچه میبینم،فعلا هم که خبری از بارداری نیست,False,2,2,2
373053551,اشکال نداره اونم مشکلات خودش داره اینطوری پیش خودت بگو سرخودتو با زندگیت گرم کن کم کم کارهاتو بکن بخدا من نه تمام تو شهر غریب بودم تنها بارداری کم کم تو ماه نهم شستم وتکیز کردم مجبوری دیگه خونه بمونه بدتر بشه زحمات دوبرابر میشه,False,3,1,1
412894335,یک سال ونیم تا دنیا اومد دوسال بعد عروسی مون شد,False,1,1,1
390328419,"میدونه این فکر و استرسی که میگیری براش چند برابر بدتره؟
مهم اینه ادامه بدی یه چیز کوچیک بوده هوس کردی تموم ولی دیگه کنترل کن",False,1,1,1
329363700,استرس داشتی سردرد وگیجی داشتی؟,False,1,1,1
400178717,خیلی دارم عذاب میکشم نمیدونم چیکار کنم دردش اروم سه,False,8,5,3
394450709,فردای روزی که مریض شدم رفتم دکتر سرم زدم. ولی اسپری زدم شربت خوردم سرفه‌م درست نمیشه🫤🫠,False,3,2,1
381603722,رفته بودیم خونه یکی از فامیلای دور مامانم دقیقا همین تعریف کرد گفت پسرم چندبار با زنش درگیر شده خوشش از زنش نمیاد اومده گفته میخوام خونه رو بزنم بنامت منم قبول کردم گفته برا طلاق بگیره من درحد ۴۰۰ میلیون این ماشین بش میدم همین,False,1,1,1
thread_16784244_starter,"سلام دوستان عزیز
مامانای گل من تو هفته 11 بارداری هستم برای تغذیه خیلی گیج شدم دیگه تخم مرغ زیاد نمیتونم بخورم، کوکو سبزی و سیب زمینی میخورم معدم درد میگیره
عدسی میخورم همینطور، و چیزای دیگه
یه تعداد کم غذا رو میخورم اذیت نمیشم
میوه هم فقط سیب و پرتقال میخورم حالم بد نمیکنه
هلو میخورم اذیت میشم، خربزه میخورم همینطور 😑😒😶🤦
ولی گوشت و مرغ رو میتونم بخورم شکر خدا
ولی باز میترسم خطرناک باشه اونم زیادش
اگر دوستان تجربه ای دارند ممنون میشم کمکم کنن
یا برای ویتامین های بقیه چیزا جایگزین اگر میشه کرد بگید ممنون میشم واقعا 🌹💚🙏",True,6,7,1
294691229,این مربوط ب دوستمه با گوشیه من تایپک زد,False,1,1,1
349049910,آره دقیقا من با یه تا بچه برام خواستگار پیدا میشه خجالت میکشم خب,False,4,4,2
344852503,ادعای عاشقی میکنن   از اونور بعد فوت یا طلاق  زود ازدواج میکنن  بعد جدایم  دست به خودکشی چرا اخه؟؟,False,1,1,1
413979888,"بستگی داره چند سالته
اگه کم سنی
ارع اشتباهه",False,1,1,1
336205384,خب الان دکتر باید بهت دارو بده,False,1,1,1
411721874,عزیزم شوهر منم همین طوریه متاسفانه 😑😑😑😑 خودت پنهانی پس انداز کن چه میشه کرد 😑,False,4,1,3
413598944,"اگه ضرایط طلاق داری جدا شو
شوهرت ک سگه
مادرشوهرتم ک اونطور
ب شوهرت بگو مسئله رو ولی اروم
بگو مادرت ب این رفتار ها و این وسایل دادنا ادامه بده میرم
بگو همیشه بعد اینا بحثمون میشه
البته ی چیزی هم هست شاید تو حساس شدی",False,1,1,1
thread_13126293_paradise__blossom_1402/12/08 13:34,سرش مشکل داشت، با شوهرمم ازدواجمون فامیلی نبود اما نمیدونم چرا یهو بچمون اینطوری شد,False,5,5,3
thread_12074826_starter,"سلام دوستان
امروز جواب آزمایشم اومده
تو هفته 16 این آزمایش و داده بودم
که مقدار inhibin a 180 بود
شما میدونید نرمالش چقدر باید باشه؟
سونو هم هنوز نرفتم",True,3,4,1
413183181,اها خب اون چیه !؟؟؟ نشنیدم تاحالا,False,1,1,1
413981961,"عزیزم فقط دوستای شما خار داشتن واسه همسرت بی خار هستن؟😬😬😬
چرا اینقدر مرد زلیلید ؟هر آدمی به دوست و رفیق نیاز داره چرا اینقدر سریع بخاطر یه پسر حاضرید از رفیقاتون دست بکشید",False,1,1,1
388341623,کاندوم دوس نداره قرصم تا حالا نخوردم طبیعی جلوگیری میکنیم 🥲😔😓,False,2,2,2
333006953,عکس هیکل میزاشتی بهتر بود ولی رقص عالیه,False,1,1,1
396788437,نی نیت چیه,False,1,1,1
395411876,"این حرکتا دهانه ی رحم رو نرم میکنه اماده میکنه برای باز شدن بخاطر اون کمردرد میشه ادم
الان اصلا ب خودت فشار نیار ..کارای روزنرتو داشته باشه ولی پیاده روی زیاد اینا رو انجام نده ایشالا تا وقتش",False,1,1,1
thread_18140508_starter,"برای شیمی پایه دهم رشته ریاضی هادیان فرد یا مومن زاده
فقط بین همین دوتا اساتید دیگه ای معرفی نکنید",True,1,1,1
412024546,هیچی میگم که فقط یه مدت فاصله,False,1,1,1
355611232,من هیچی نکردم سرجاشه کاریش ندارم,False,1,1,1
397348073,بنظرم قرص متیل به تنهایی اثر میکنه,False,1,1,1
thread_12540988_z77بهار_1402/09/11 13:34,دختر عموی منم دختر سه سالشو ول کرد رفت ی جای دور برا خودش داره عشق میکنه اصلا به فکر بچش نیست..آنقدر بهونه مادرشو می‌گرفته مادر شوهر دختر عموم به نو ها ش گفته مامانت مرده ..بچه بعد از سه ماه ک مادرشو میبینه انقدر گریه میکنه شوکه میشه فک میکرده مادرش واقعی مرده آنقدر گریه کرده از حال رفته,False,1,1,1
342739048,منم همین طور🤦‍♀️,False,1,1,1
413962373,"دیگه پول دادم باید برم ، جا بزنم اثرشو نمیبینم رو بدنم .
۱/۷۰۰ برای هر دوره ۱۲ جلسه .",False,2,1,1
335699001,"بمن گف بقایات مونده باید بیای ساکشن.
من با دمنوش اینا.الان یادم نمیاد واقعا چیا بود.اما زعفرونو اویشن اینا یادمه.
و فهمیدم که زیر ۵ هفته یکم سخت کامل دفع میشع.
بزرگتر بهتر دفع میشع.
انشالله واسه شما دیگه تموم شده.
نگران نباش.
دو روز بعد برو سونو .
تا اونروز تحرک داشته باش",False,1,1,1
thread_17321332_starter,"خانما من با IVFباردار شدم الان هفته چهارمم، دو هفته دیگه قراره برم صدای قلب جنینمو بشنوم،
میخواستم ببینم تا کی تا چند ماهگی باید استراحت کنم پرهیز کنم تا مطمعن شم دیگه خطری برای بچه ها پیش نمیاد یا جاشون سفته؟؟؟؟  دعا کنید برام تا دو هفته دیگه قلبشون تشکیل شه خییییلی نگرانم🥺",True,7,8,1
thread_18144989_starter,"۲۲ سالمه حس میکنم جا موندم و چون افسردگی دارم و هیچ کاری نمیکنم بعدا حسرت جوونیمو میخورم همونطور که الان حسرت ۱۶_۱۷ سالگیمو دارم
سن الانتونو بگین بهتره
شما برمیگشتین به اون دوران چی کار میکردین که الان بابت انجام ندادنش پشیمونین؟ یا چی کار نمیکردین؟ تو همه چیز چه اخلاقی چه درسی چه تفریح چه کار چه ازدواج و دوستی چه مادر شدن هر چیزی به نظرتون میرسه
من خودم اینا رو مهم میدونم به نظرتون درست فکر میکنم
اول اینکه میگم قدر زندگی با پدرمادرمو باید بدونم و استفاده کنم از این فرصت بعدا اینقدر مسئولیت رو سرم میریزه و شاید دیگه تو این خونه نباشم دیگه فرصت نمیکنم پدرمادرمو یه دل سیر ببینم بعد اینکه تا دیرتر نشده رشتمو عوض کنم یه چیز خوب بخونم الان پیراپزشکی ام و دوسش ندارم ولی میگم سنم بالاست دیر شده برای کنکور اینقدر کنکور دادم خجالت میکشم باز کنکور بدم ولی از یه طرفم میگم دیرتر نشه باز بخونم ولی خیلی حسرت عاطفی و جوونی کردن دارم چون هیچکس تو زندگیم نبوده هیچوقت با هیچ اکیپی تفریح نکردم سفر نرفتم کافه نرفتم پسر تو زندگیم نیومد",True,7,7,9
383020488,ازهمون اول قصدمون ازدواج بود و یازده سال طول کشید تاشد,False,1,1,1
413943327,بلافاصله بعد اولین قرار یعنی نمی خاد,False,1,1,1
thread_12084168_جوجوطلا۵۳_1402/06/31 00:16,بنظرم حضوری و تنها بگو اینجوری دیگ خیالت راحته ک مدرکی نداره ب کسی بگه،،بعدشم  میگم مگه طرف از اون پسراس ک میره به خانوادش میگه؟؟,False,1,1,1
380016176,من کلا از خوراکی های بقیه نمیخورم ولی همه که مثل من نیستن,False,1,1,1
360116850,هشت هفته اینا اره منم اصلا زیاد نمیخورم,False,1,1,1
332207295,"الهی بگردم اسی
خیلی ناراحت شدم
میفهممت
نمیدونم چرا دم بارداری. ادم یکم بی پول میشه
ولی بعد زایمان رزق و روزیه که میباره خداوکلی بچه خوش قدم میشه و خدا روزیشو میده، جدی میگم، فقط. اعتقاد داشته باش و توکل
تو لحظه ی. زایمانت دعا کن حتما، برای منم دعا کن، عاطفه ام
گلم غصه نخور
ای کاش از اول انگشتراتو میفروختی
کلا قرض گرفتن از کسی جالب نیست مگر ضرورت، تا میتونی به خدا و بعد خودتون تکیه کنید،
مادرت اینا خیلی بی رحمن...
درسته اونا موظف به تامین زندگی شما نیستن...
درسته نباسد جور بیپولی شما رو بکشن، مطابق حرف های. تند بعضی کاربرا...!!!
ولی خانواده پس به چه دردی. میخوره؟
اگر خانواده تو لحظات سخت پشت ادم نباشه که خانواده نیست!!!
ای بابا
رابطتو قطع نکن. ولی سر سنگین باش
ببین کی گفتم
یه روز میبینی اونا محتاجت میشن، زمین گگرده، ادم به ادم میرسه بلاخره!!!
خودشون شرمنده خواهند شد",False,1,1,2
328075987,باردلر نیستی استرس نمیزاره پریود بشی,False,1,1,1
332385799,"ول کن هر کی تو هر شرایطی دست به دامن عزیزانش میشه. اینا خودشون هم همینطورن فقط چندتا جمله رو یاد گرفتن که الکی تکرار میکنن.
من خودم کامل حس اسی رو درک کردم.
ماهم زمان خونه خریدن همه پول و طلا و ماشین رو گذاشتیم تا یه خونه مناسب گرفتیم و خوشحال که میخوام اسباب کشی کنم و راحت بشم از مستاجری. من پدر نداشتم و خودم جهاز خریده بودم و مادرم خرجی نکرده بود حتی مراسم رو تا قرون آخر خودم دادم. مادرم حتی شاباش و کارت هدیه ای که داده بود رو همون شب که مهمونا رفتن ازم پس گرفت.
منه خاک بر سر سر خرید این خونه گفتم یه ذره کم داشتیم اونو به مادرم رو بندازم چون هم سهم ارث ما دستش بود و هم از مادرش کلی ارث رسیده بود. ولی مادرم نداد.
شوهرم پیشنهاد داد از خونه دونگی بنامش بزنیم ولی بازم قبول نکرد. با همسرم خوبه ها فکر نکنید مشکلی دارن فقط از پولش دل نکَند. مجبور شدم از خواهرم ۵۰ میلیون قرض کردم تا وام بگیریم بدیم به اون.
وام ها بسته شد و ندادند. خواهرم پولش رو خواست. نداشتیم. درگیر بسته بندی خونه و اماده شدن برای رفتن به خونه جدید بودم و زنگ زدم به مادرم که ۵۰ تومن خواهرم رو بده و منم به نرخ سکه بهش پس میدم. قبول نکرد.
آخرین لحظات اسباب کشی بودیم که دیگه روزگارمون رو هر دو باهم سیاه کردند. شوهرم به بنگاه گفت مستاجر بیاره واسه خونه جدیدی که خریده بودیم و پول خواهرم رو دادیم با بقیه اش یه سگدونی اجاره کردیم واسه خودمون چون از اون خونه قبلی مون تسویه کرده بودیم و هزینه رهن دوباره اونجا گرون بود. یکساله چشم انتظارم که قسمت بشه برم خونه جدیدمون انشالله. دوماه دیگه موعدش سر میرسه . شکر خدا پولش رو جور کردیم ولی ای خواهرررررر 😔😔😔
تو این ۱۰ ماهی که اینجا هستم با هزار و یک مشکلات سر کردم فقط سر چندرغازی که هنوزم تو حساب مادرم هست و از ارزش افتاده...
اما من مادرم رو بازم دوست دارم و هر روز بهش سر میزنم و هرکاری داشته باشه هم خودم هم شوهرم انجامش میدیم ولی اون کارش رو نه ما بخشیدیم و نه خدا خوشش اومده... 😔
ببخشید زیاد حرف زدم",False,8,4,7
thread_9576910_starter,"سلام من هفته 19 بارداریم ولی حرکت یا چیزی از بچه احساس نمیکنم خیلیم استرس دارم
دیابتم دارم، امکان داره روش تاثیر گذاشته باشه؟
نمیدونم چکار کنم 😢",True,7,8,2
320158308,"من تا هفتم پدرم بودم بعد اومدم خونه خودمون دوران کرونا هم بود مراسم چهلم و...نداشتیم
هیچ وقت گریه نکردم ابراز ناراحتی نکردم زندگیمو عادیمو کردم جلو همسرم و پسرم اما وقتهای تنهاییم اشک ریختم تو خلوت خودم هر روز خاطرات پدرم رو مرور میکنم تو خونه
شما اولش هستی کنار میای عادت میکنی",False,5,1,8
342226490,ایمپلنت؟؟؟؟یعنی دندونمو باید از ریشه در بیارم؟؟ننننننننههههه,False,5,6,1
409757854,خلاصه اگه خواهرشوهرت خوبه این دعا رو هم در حقش نکن,False,1,1,1
364844138,بهداشت برای چک کردن وضعیت سلامت روند بارداری میریم پرونده باز میکنیم بعد زایمان هم واجبه بچه باید بره بهداشت،ازمایش دادم اونم چندین بار مثبت بود کلی هم سونو واژینال رفتم تو مراکز دولتی  ،یک بار هم قبلا ازمایشم مثبت شده بود خودش افتاد اصلا خودم  نفهمیدم  چی شد یهو ،هیچ کسی هم نفهمید ،اصلا کسی پیگیری نمیکنه نگران نباش,False,1,1,1
411595177,بجااین ۴۰ روز ، توی ی شب و چندساعت ۴۰ تا خوندم..... اذیت شدم ولی ترجیحم اینه ......... دعام کنید دلش بلرزه برام . خداشاهده ی توجه گنده بهم کرد انقد ک خانوادمم متوجه شده بودن ... ولی .... 😞😞😞,False,5,4,6
thread_8569951_سوگند۲۵۵۱۰_1401/02/10 00:31,منم همینم دارم نفرین میکنم ته دلم میگم خدا گوش نکنی یه چی گفتم بیخیال تا یه روز عذاب وجدان دارم,False,5,5,2
406885784,بنظرتون دیگه تمومه ؟,False,2,3,1
413881156,زوج خوشبخت که اصلا ندیدم  تو هیچ سنی،همه فقط ادامه میدن ... دوست خودم بنا به شرایطی با یکی که ۲۵ سال ازش بزرگتر بود ازدواج کرد ده سالم باهاش زندگی کرد ،شکر خدا جدا شد راحت شد از دستش....,False,1,1,3
332063810,"من
دکتر گفت احتمالا تنبلی داری یدونه از هورمونام بالا بود
متفورمین داده فعلا",False,1,1,1
347756525,"اسمش بذار نگم چون شاید خوب شعععع گناه داره اونجوری الکی خرابش کنم
نگفتم چون جرات ندارم مامانم بگم غر میزنه کی‌دونم میخواد  کلی فحشم بده ک حقتع هی میگفتی عمل عمل پس تحمل کن🥲
سه هفته دیگه نوبت داریم اون موقع به دکتر بگم دیره؟
یازده روزه عمل کردم",False,7,7,2
412368370,این همه احتیاط لازم نیس😂,False,1,1,1
356870227,فقط استراحت کن,False,1,1,1
thread_17272394_starter,"سلام ماه آخرم ۳۷ هفته با درد شدید پهلو رفتم بیمارستان
گفتن کلیه سمت راست متورم شده و داره سنگ ریزه دفع میکنه
به شدت درد دارم و فقط قرص هیوسین بهم دادم
راهکاری برای زودتر دفع شدن سنگ ریزه دارین
دارم از درد میمیرم",True,9,4,2
373443451,"سابقه آلرژی داشتی؟
ایشالا که بهتر بشید",False,1,1,1
412472636,دیگه فکر کنم اصلش بر تحمل هست,False,1,1,1
377675773,برای چی پیام بدم,False,1,1,1
408913303,بله تا دو یا سه هفته فکر کنم دقیقا یادم نیست خونریزی داشتم، هفته ۶ که سونو شکمی دادم رسیدم خونه خونریزی شروع شد زیاد هم بود بعد لکه بینی شد(قبول نکردم سونو واژینال انجام بدن) . اگه امکانش رو دارید شیاف خارجی سیکلوژست استفاده کنید از ایرانی خیلی بهتره,False,2,2,1
326901431,برای خودت میخوای یا کس دیگه,False,1,1,1
294426926,نگران نباش عزیزم توکل بخدا. خدا بخاد سالم بغلش میکنی هیچکسم‌ نمیتونه جلوش رو بگیره,False,1,1,1
412441916,ازدواج کردی الان؟,False,1,1,1
390512679,دردش هزار برابرم باشه برام مهم نیس فقط میخوام بدونم طبیعیه یا نه 😭,False,7,8,2
thread_16391443_starter,خانوما کسی هست ، من ۲۹ اردیبهشت ۳ تا جنین بلاست انتقال دادم  بعدروز ۱۳ انتقال مثبت شدم تاریخ ۱۰ خرداد تیتر بتا ۱۷۰ بود بعدش دو روز بعد یعنی ۴۸ ساعت تاریخ ۱۲ خرداد تیتر بتا ۲۷۲ شد بهم گفتن باز چک کنم دو برابر نشده اما یک و نیم برابر شده که دیگه خورد به تعطیلات من شیش روز بعد تاریخ ۱۸ خرداد تیتر بتا دادم شده بود ۲۹۱ زنگ زدم بیمارستان گفتن عجیبه تا الان باید ۲۰۰۰ می‌شد تو این شیش روز گفتن مجدد تکرار کن دو روز بعد تاریخ ۲۰ خرداد هم رفتم آزمایشگاه خودم هم یه جای دیگه،، آزمایشگاه خودم ۲۶۲ شده بود افت پیدا کرده بود آزمایشگاه دوم دادم ۳۶۲ بود خلاصه گفتم فرق آنچنانی نداره زنگ زدم بیمارستان گفتن  تمام داروهات آنوکسا و پروژسترون و استرادیول و استرومارین و هر چی داری قطع کن احتمالا میخواد سقط بشه ، باز ۴۸ ساعت تکرار کن ببین داره میاد پایین یا نه خلاصه ما دارو قطع کردیم روز بعدش افتادیم خونریزی و صبحش همون آزمایشگاه دوم تیتر بتا چک کردم بعد جواب آزمایشگاه اومد تیتر بتا بعد دو روز ۲۲ خرداد  شده بود ۴۰۷ رفته بالا باز ترسیدم سریع رفتم بی بی چک زدم ببینم هاله میندازه یا نه چون تمام بی بی چکام هاله مینداخت بی بی چک زدم سریع پررنگ شد گفتم پس درسته تیتر رفته بالا و رفتم بیمارستان بهم گفتن فقط پروژسترون بزن سونوگرافی هم قبلن با تیتر ۲۹۱ رفتم ولی خوب با این تیتر چیزی مشخص نمیشه و سقط مکرر هستم قبلن بارداری هام تا ۱۰۰۰ میرفت ساک تشکیل می‌شد این دفعه آی وی اف کردم خیلی عجیبه بارداریم میگم نکنه خارج رحمی باشه بیمارستان گفتن ن خارج رحمی میره بالا وحشتناک 🥲🥲🥲🥲🥲 کسی بوده اینجوری,True,9,9,7
406274613,"پرخوری عصبی یه دلیلی داره اونو برطرف کن خودت اگه خودت نتونستی
میتونی یه چند جلسه برو مشاوره که کمکت کنه
استرس رو باید یادبگیری کنترل کنی",False,1,1,1
403389114,من چکاپ میدم کامل نوشته hpv,False,1,1,1
thread_10913873_بهاااار۷۷_1402/02/02 15:33,متوجه سوالت نمیشم دوست گلم,False,1,1,1
