unique_post_id,content,is_starter,sampling_band,stress_proxy,claude_stress,claude_anxiety,claude_depression
337157091,منظم استفاده نکردنش برای جنین ضرر نداره بنظرت؟,False,mid,0.92,,,
thread_16602910_starter,کسی کبد گرید ۲داشته؟آنزیم کبدهاتون چند بوده؟,True,mid,1.34,,,
321956568,یکیشو با دست یکیشم با پا,False,mid,1.42,,,
400987994,چ تاثیری داره,False,low,-0.08,,,
413984429,من خیلی میترسیدم ولی درد که اصلا نداشت,False,mid,4.5,,,
thread_18138099_starter,"ما اخرین نفر بودیم
بعد قبل ما یک خانواده ای بود با دوتا پسرشون بودن
یکی شون ۳ ۴ سالش بود واضحا بیش فعالی داشت ولی واقعا بامزه بود
اون بزرگه ۲۵ سالش بود بعد خیل بد نگاه میکرد ادمو که انگار الان میاد گلوتو فشار میده میکشتت
بعد وقتی رفتن تو صداشون رو میشنیدم از اون بزرگه پرسید چند سالته و اینا بعد یهو ساکت شدن خانومه بهش گفت وقتی عصبانی میشی چیکار میکنی
اینم گفت خیلی کارا
بعد خانومه خندید گفت خب یکی شون رو بگو
بعد دیگه یواش حرف زدن نمیفهمیدم
بعد که ما رفتیم وقت من تموم شد اومدیم اینا هنوز داشتن با منشی حرف میزدن بعد خانومه از مامانم پرسید شما مشکل دخترتون چی بود و مامانمم گفت بعد خانومه  گفت واسه پسر کوچیکش اومده ولی دروغ گفت واسه بزرگه رفته بود
به نظرتون دروغ گفت چون یمخواست وقتی ازم خواستگاری کنه من جواب رد ندم بهش اره؟ واسه این دروغ گفت",True,high,5.94,,,
thread_11407332_anayid_1402/04/26 20:47,سلام . عزیزم هنوز درد و سوزش دارید یا خوب شدید؟,False,mid,5.46,,,
290232798,"من
خیلی سخت گذشت
چون کلا شرایط آشپزی هم نداشتم مجبور بودم غذای رستوران بخورم خسته شده بودم دلم غذای خونگی میخواست
و نمیتونستم خرید برم
باید منتظر میموندم آخر هفته بشه یه روز بیاد و دوباره بره
خیلییییییی تنها بودم
بیشتر وقتم رو قرآن میخوندم برای بچه توی شکمم کتاب داستان میخوندم و برنامه تکراری ای فیلم رو میدیدم",False,high,5.9399999999999995,,,
396639686,"پیام بالا رو بخون نوشتم
و نکته دیگه اینکه ازمون هوش وکسلر و ساتنفورد بینه ک معتبر هست فقط چند تا بخش داره مثلا جهت یابی
ریاضی و انتزاعی
کلامی و...
ینی چند تا حوزه ی کلی مشخص میشه
مثلا اگه بچه ای نمزه ۱۳ به بالا در هر کدومش بگیره توش استعداد خاصی داره
ولی ایا هوش کلامی فقط منحصر در ادبیاته؟
قطعااااا نهههه
پس به استناد این ازمونا فقط موارد کلی رو میشه فهمید
و جزئیات به هیچ وجه فهمیده نمیشه هرجا هم گفتن میشه بدونین کلاهبرداریه",False,low,0.040000000000000036,,,
389242915,شیش هفته ۱۲۳ بود,False,mid,0.42,,,
363516989,انشالا براي منم همينطور باشه,False,mid,0.33999999999999997,,,
thread_6117788_mahrad70_1399/12/30 21:22,"وای نگوووو 😱 اول گفتن تا ۳ ماه بعد گفتن تا ۴ حالا میگین ۵
😔🤒🤒🤒 ای خدا کمک 😥",False,high,9.92,,,
thread_17988902_starter,نکنه درد زایمان باشه ؟ من هنوز حتی ساکمم نیستم اتاق بچم کامل نیست چقدر استرس دارم خدایا هنوز کلی کار دارم,True,high,9.42,,,
382585668,"میدونم‌شرایطت سخته اما اونموقع که ازدواج میکردی باید به همه چیز فکر میکردی و بچه خودت میدونستی
اگه بفرستیش بره یه کینه و ناراحتی ایجاد میشه مخصوصا در دل خود بچه
و فردا با خواهر یا برادرش دیگه نمیسازه",False,mid,0.76,,,
408512345,خواهر من پرتقال میخورد هرجا میرفتیم پرتقال برمیداشت الانم بچه اش دختره🫠,False,low,-0.24,,,
406355020,"عزیزم میشه منو راهنمایی کنی؟
من از بعد تموم شدن پریودیم یعنی 11 دی اقدامم شروع کردم
تا 19دی ک تخمک گذاریم میشد
اما الانک 11روز مونده به پریودیم کمردرد دارم و نوک سینه درد دارم .. ینی علائم تخمک گذاری!!!
ممکنه همه تلاشام بی نتیجه باشه ینی؟",False,high,7.02,,,
335442935,طب سنتی برو,False,low,-0.08,,,
406553675,عزیزم من برات دعا میکنم توهم برا من کن هر دردی بگی دارم منم بارداری زجر آوری دارم💔,False,high,6.76,,,
379450500,مرسید عزیز .دلم .میتونم شهرستانم برم؟از شهر خودم وام بگیمر؟,False,mid,0.84,,,
392868577,بله ولی تو داری میگی خودکشی کردی بچه های بیچاره روانشون نابود شده ...و اینکه طلاق میخوای دیگه بدتر ...اگه برات مهمن فکر خودکشی و طلاق رو نکن و جلوشون دعوا نکنین,False,high,9.26,,,
412975005,الان واقعا كاش شرايط دهه ٦٠ بود !!!!!!,False,high,8.92,,,
413977430,"چه جالب نمی دونستم فرم گرفته هم میفروشن
شايد منظورتون ازين اسپری ها هست ??  عکس کاپ کیک روشه?????",False,mid,2.6,,,
thread_18144320_starter,"ادامه، در ذاتِ زندگی نهفته است. اصلاً رَوندِ زندگی همین است، که ادامه دهی. زمین میخوری، بلند میشوی و ادامه میدهی. عزیزت میمیرد، بعدِ کمی مکث، ادامه میدهی. خسته میشوی، اندکی بعد ادامه میدهی. میترسی، باز اما ادامه میدهی!
فارغ از انتخاب و توان، تا وقتی زندهای، آنچه با تو همراه است، ادامه است...
✍️ سید محمد مرکبیان",True,mid,1.3599999999999999,,,
330025883,"واقعا چرا ادم توی بارداری اینقد تنبل میشه؟😐
من قبل بارداریم هم کار خونه میکردم هم شاغل بودم
اصن یجا بند نمیشدم
ولی الان که باردارم حتی ظرفا رو هم دارم یک روز میون میشورم
دیگه داره حالم از خودم بد میشه
واقعا چرا اینطوری شدیمممممممم😩😩😩😩",False,high,7.9399999999999995,,,
255545402,قلنج نشکنیا😑😑😑در صورت عادی هم اینکارو نکن یکم سنت بگذره بدنت داغون‌میشه همه جات به لرزه میفته....,False,high,5.84,,,
404370679,اونو ولش کن جدا از حرفش خیلی خوشگل و نازهه مبارک باشهه🥲😍,False,high,5.84,,,
290527310,"مرسی عزیزم
ببخشید مجدد سوال برام پیش اومد
بیمارستان اردیبهشت برای زایمان هم بیمارستان خوبیه؟
من واقعا موندم چه انتخابی کنم از به طرف میگن مادر و کودک برای زایمان طبیعی تخصصی تر هست
از طرفی هم من بیمارستان خصوصی با رسیدگی خاص و خوب و خلوت و تمیز میخوام
شما خودتون اگه زایمان طبیعی میخواستید و هزینه براتون مهم نبود چه بیمارستانی رو انتخاب میکردید",False,mid,1.56,,,
263994252,عروس و مادرشوهر کپ همن,False,low,-0.08,,,
413991515,گذاشتن لایکم کنین.,False,low,-0.08,,,
346929412,فتال پل همون قلبه که الان زوده ۸هفته برو همه چی کامله,False,mid,1.0,,,
358023499,"متاسفانه نه
انشالله بارداری بعدی",False,low,-0.16,,,
381034059,"سلام رفتین دکتر ؟
من از اون روز نگران شمام🥺
یه خبری بده",False,high,6.42,,,
340736875,"منم یه سقط داشتم الان شش ماهه باردارم از اول بهم شیاف داد
اوایل هر شب میذاشتم بعدش دیگه هفته ای دوبار
شیاف خیلی خوبه و جای بچه رو محکم میکنه برا محض اطمینان میدن نگران نباش
منم لکه بینی و درد ندارم",False,high,9.76,,,
354409098,"فکر کنم آره 🥲
ولی خب نمیشه نمیتونم مثل قبل باشم بخدا استرس دارم بچه هام چیزشون بشه",False,high,6.5,,,
400067635,"چه قدر بی تربیتی
نود درصد دم میکنن شعور داشته باش",False,low,-0.08,,,
thread_18119187_starter,"بچه ها ی ماگ تراول بود مامان بزرگ داشتم خیلی خوب گرم نمیکرد مثلا یکی دو ساهت گرم نگه میداشت بعد ولی مال اون نو بود مال من یکم استفاده شده بود
ولی خارجی بود خیلی گرم نگه میداره ۷_۸ساهت قرار شد من اونو بدم به دوستم برای تولدش مال خودم بدم ب اون مال من بنفش صورتی اون مال اون ابی ی دست دیروز ایش گرفتم حس میکنم ناراحت شد شبم گفت بهش دادی اونو گفنم اره گفتم ناراحت شدس گف واسه من فرقی نداره
حالم بده 😭😭😭😭",True,high,8.899999999999999,,,
404616048,ممکنه نفخ باشه,False,low,0.0,,,
thread_10297746_pluvio_1401/11/17 13:45,نشستم آهنگای غمگین گوش میدم گریه میکنم 😂🥲😵‍💫,False,high,8.0,,,
338604772,ینی میخواد یا نمیخواد؟!,False,mid,2.5,,,
404675651,ینی برای باردار شدن دارو نخورده بودی؟,False,mid,1.34,,,
397316117,متاسفم برات کاش حالمو درک میکردی,False,mid,0.33999999999999997,,,
392344160,من ۳۴هفتمه از این هفته ها سعی کن بیشتر استراحت کنی چون دردهای عجیب غریب سراغت میاذ ،کمر درذ لگن درد تیرکشیدنه کمر ترش کردن معده یبوست و ... بنظرم دردت تا وقتی شدید نباشع عادیه فقط استراحت کن,False,high,15.92,,,
407343465,"خیلی بده
۱۹ سالمه نه کاری نکردم
اینم بگم دیشب و شب اول پریودم شکمم سمت راست خیلیی بيشتر درد میکرد تا وسط و چپ
نصبت به دردم خونریزیم کمهه",False,high,9.34,,,
334850603,"ممنون از راهنماییت
ببین من الان هفته14هستم. کدوم غربالگری رو بدم؟
غربالگری اولم ک گذشت یکی از دوستان گفت هفته15 میتونم بدم همون رو",False,mid,0.5,,,
402004949,"نمی دونم. معمولا میگن اگه بگه پسر ، همون میشه و تغییر نمی کنه.
ولی بگه دختر ممکنه عوض بشه.
ولی در کل دکتر من که می‌گفت به حدس های ان تی دل نبندید.  منم که رفتم گفت اصلا نمی تونم حتی حدسی بهت بگم دختره یا پسر... منم اصراری نکردم وایسادم تا برم سونو آنومالی",False,mid,0.33999999999999997,,,
407346022,"تورو خدا همینطوری طوطی وار و بدون فکر یه چیزیو تکرار نکنید
اگه مثل اونا بودیم که اصلا نتی نداشتیم که بخواد پنجره نفوذ و یارگیری دشمن تروریستی باشه و بعدم قتل در خیابان ، تبلیغات فیلترشکنا مثلا . یا محتوای تل و اینستا. کجای دنیا خب اینطوره ؟
اونا از بی نتی مردن ما از ازاد و ول و بی ضابطه بودنش که بعدش اینجوری تر وخشک به پای هم میسوزیم
هیچ جای دنیا اینطور نیست
افراط و تفریط هردو بده",False,low,-0.21999999999999997,,,
394516111,چرا حق داشت گریه کنه 😂🤦‍♀️ جز اذیت کردن خودش اتفاقی نیفتاد و اینکه الان با اینکه سختع اما از تنهایی دراومده من و خواهرم میرفتیم دانشگاه مامانم همش تنها بود الان روحیش بهتر شده من و خواهرمم ازدواج کنیم کنتر احساس تنهایی می کنه با وجود داداشم درکل به لحاظ مالی مشکلی نباشه اشکالی نداره,False,high,18.18,,,
395301278,گلم استرس تو کم کن 24هفته هم تازه مثل پلک زدنه خیلی کم متوجه میشی بعد حتما زیر نظر دکتر زنان یا ماما باش نگران نباش,False,high,9.34,,,
400268009,"اینا طبیعیه تقریبا تا اخر دو ماهگی دردای قاعدگی و حتی ماه سوم هم گاهی دارین
ببینید ۶ هفته تمام برید سونو تشکیل قلب
۸ هفته دیره....",False,high,5.84,,,
373882570,عزیز دلم 🥺🥺🥺 خدا به حق این ماه عزیز جور دیگه ای برات جبران کنه. خدا مهربونه، بزرگه . صبرتو میبینه و پاداشی براش در نظر داره انشالله یه زندگی خیلی خوب تشکیل بدی جبران سختیا بشه. دائما یکسان نباشد حال دوران غم مخور,False,high,10.639999999999999,,,
403593241,بله درسته خودم وهمسرم  به شدت دوس داریم دختر باشه ولی راضی هستیم به رضای خدا بحث اینه پسرام دوسه ساله میگن خواهر میخوایم میترسم باهاش خوب تا نکنن اگه پسر شد وگرنه هم دوتا کافی بود برام,False,low,-0.07999999999999996,,,
374353630,"ولی به نظرم شما الان ذهنت خیلی پر و آشفته س بهترین جا هم باشی حس خوشبختی و آرامش نداری
اول باید آروم شی
با مشاوره یا هر روش برون ریزی که می تونی",False,mid,0.21999999999999997,,,
337972008,"خب کامل بنویس خواهرم یه ری بعد گی اضافه بود؟
فک کردم پرنده هات گی هستن",False,mid,0.42,,,
thread_17590173_starter,من هیچکس رو ندارم هیچکس ن پدر و مادر ن خواهر و برادری . درموندم این دعا کنید این کارش حل بشه یکساله براش از همه چی مون گذشتیم شغل دولتیه و میخوان بیان مرحله آخر تحقیقات نفستون حقه دعا کنید خسته شدیم از شغل اسنپ بخدا دیسک کمر و گردن گرفته تو اینکار مدام درد داره با بچه کوچیک آخرین فرصت سنیشم هست من جز دعای خیر شما هیچکس رو ندارم خیلی دلم شکسته,True,high,6.52,,,
350988823,"گاهی یک کم زیر دلم درد میگیره یا دورنافم درحد یک لحظه و ....
یک کم درد توهفته ی ده داشتم نوشته بود به خاطر بزرگ شدن رحم هست",False,high,8.84,,,
thread_17995201_starter,"هر ۴۵ دقیقه نیم ساعت بیدار میشه شیر میدم میخوابه باز ی ذره میخوابه بیدار میشه جیغ میکشه شیر میخواد ۳۰ دقیقه کم کمش میدم
خیلی گریه میکنه در حدی که نفسش میره
نمیدونم از گرسنگیه یا نه شبا هم ی بار شیر حشک میدم ۶۰ سی سی بازم گریه میکنه یعنی سیر نشدم موندم به خدا یک ماهشه🥺🥺
پستونک هم نمیگیره میبینه شیر نیس تف میکنه بیرون چند مدلشه هم امتحان کردم",True,high,13.84,,,
326489893,"یعنی چی چرا من نه؟🙄🙄🙄🙄
چیو درک کنیم
برای خودت شخصیت قائل باش و اهمیت نده
اون داداششه تو همیشه عروسی",False,high,8.84,,,
335459486,یا خدا 8ساله 😤😤😤😠😠,False,high,10.0,,,
thread_16099477_starter,"۳۵هفته هستم وزن بچه۲۳۰۰
فرستادن سونوی داپلر نگرانم نکنه بچه چیزیش باشه 😭😭😭😭😭😭😭😭😭😭",True,high,21.0,,,
413915132,"بهش بگو زمان شما نیست که ۱۵ سالگی عروس میشدن
اگر خودت نمیخوای مامان بابات هم نمیتونن زوری عروست کنند دیگه مادربزرگت بماند...",False,low,-0.16,,,
405147435,خودم ای وی اف کردم چندروز اول یه کم لکه بینی صورتی داشتم وبعدش درد پریودی تا یه مدت داشتم,False,mid,4.5,,,
403595290,نه یجا دیگه,False,low,0.0,,,
thread_15317958_starter,"میخوام ایمیل درست کنم بعد برم باهاش پیج بزنم تا کسی پیدام نکنه
الان داشتم ایمیل درست میکردم شماره خواست۱-چیکارکنم شماره نخواد؟😕✔️
حالا اگه شماره خودمو بزنم،۲ ممکنه افراد ایمیلمو پیداکنن از طریق شمارم؟😬
۳.حالا  من شمارمو بزنم واسه ایمیلم، بعد پیج بزنم بعدا از طریق شماره پیجم پیدا نمیشه؟
قبلا بدون شماره میشد درست کرد چرا اینجوری شد فک کنم ایمیل زیاد درست کردم بخاطر اینه؟",True,high,6.5,,,
342119807,"فکر کنم گفت ۳۹ هفته کامل که من از اون تاریخ دوهفته زودتر به دنیا اومد بچم
اما بستگی به دکترت داره باید ببینی اون چیمیگه
البته من بچم میتونستم توتاریخ ۱۰       ۱۰     ۱۴۰۰به دنیا بیارم دکتر گفت  ولی بمونه بهتره خدایی نکرده ریه هاش کامل نباشه دردسر میشه  گفت ۲۰     ۱۰ بهترین تاریخه       که یک شب درد کشیدم بخاطر اینکه میگفتم توهم درد دارم خوب میشه میترسیدم زود به دنیا بیاد ۳۷ هفته بزارنش دستگاه
از شانس من ۵       ۱۰    ۱۴۰۰ به دنیااومد
البته خداروشکر انگار ۳۷ هفتم کامل بود تودستگاه نزاشتن
اما ۳۱۰۰بود ولی خییییلی ریز بود
زردی هم گرفت ۶۰ روز وخیییییلی اذیت شد وشدم خییییییییلی
زردی موندگار گرفت یک عالمه از مایش و.......
میگفتن حتما کبدش کامل نبوده وبه مرور خوب شد بعد ازختنه بعد از ۶۰ روزگیش
اینارو گفتم عجله نکنی برای زود برداشتن
انشاالله به موقع خودش به راحتی زایمان کنی وبچه سالم صالحی گیرت بیاد",False,high,10.860000000000001,,,
263388220,"توی ارومیه ۴۰۰ تومن هستش
بخاطر اختلاف ۱۰۰ الی ۱۵۰ تومن ادم خیلی چیزارو نمیدونه از جنین
همون آنمالی بری بهتره
خوب کاری کرد همسرت",False,low,-0.45999999999999996,,,
thread_8408022_bashiminbelasi_1401/01/13 00:57,"همچین❤️
اره بنظر منم عوض کن حداقل به اعتماد به نفست کمک میکنه",False,low,-0.24,,,
thread_14960420_starter,بچه ها توروخدا میشه منو راهنمایی کنید؟ من خیلی نگرانم الان ۴ هفتمه با تنبلی تخمدان شدید و بعد سه سال با زور درمان باردار شدم الحمدالله ولی دانشگاه دارم اونم پنج روز در هفته پر از پله و مسیر دور که در حالت عادی روزی دوساعت رفت دوساعت برگشت تو مسیرم... میترسم برای بچم چیکار میتونم کنم یه ماه ازین ترم مونده کلا؟ نامه استراحت پزشکی بگیرم؟ کاش همینقد ساده تموم بشه دلم نمیخواد برا استادای آقا یا حای خانم دلیلمو توضیح بدم چیکار کنم چون کلا جز منو شوهرم کسی قرار نیست بدونه😔,True,high,6.0600000000000005,,,
347660730,قربون امام حسین برم کسی ک بخاطر عشق بش میرن حتی اگ بشنو فقط دزدا اربعین میرن بازم میره برای کامنت کسی مهم نیست. حتی کامنت من😔,False,mid,1.5799999999999998,,,
thread_18143673_starter,"حالم خیلی بده وقتی فهمیدم
منو بازی داد خیلی بعد چند ماه کات هم رف زن گرف
خیلی با روح روان جسمم بازی کرد تقاص میده؟
اصن خوشبخت میشه؟؟؟
نفرینش کردمم
با اینکه میدونم نفرین بده ولی نتونستم نفرینش نکنم
از قلبم خون میچکه",True,high,8.18,,,
thread_14914345_starter,دخترا من یدونه آبسه دارم رو لثه امروز خوندم باعث سقط میشه ولی دست میزنم نه درد میکنه نه چیزی خودمم ۶ هفته باردارم مشکلی ایجاد میکنه خیلی نگرانم؟,True,high,6.26,,,
356960531,من یکی رو میشناسم خانومه ۴۰ سالشه ۵ تا بچه داره هم زایمان طبیعی رو تجربه کرده هم سزارین ..موقع کرونا هم کرونا گرفته بود و حالش به شدت بد شده بود و رفته بود کما که بعد از چند وقت خوب شد .. پارسال عمل لابیا انجام داده بود میگفت دردش اینقدر وحشتناکه که حد نداره میگفت زایمان سزارین و طبیعی و اینکه توی کما بوده و کرونا داشته در برابر درد عمل لابیا هیچی نبودن .. تا دو ماه هم استراحت میکرد تا خوب بشه .ولی بعدش خیلی راضی بود از ظاهر واژنش . میگفت شکل و تنگی واژنش مثل یه دختر ۸ ۹ ساله شده,False,high,8.18,,,
294652826,"خب قطعا مثل اولش سفت و سفید نشد
ولی نه خیبلیم داغون نشد حتی ترکا هم سفید شدن...البته شایدم من عادت کردم ولی کلا اوکیم",False,low,-0.08,,,
thread_16143314_starter,"من پنج هفته ظهر خونریزی کردم رفتم سونو گفت چیزی مشخص نیست دیگه شبش یه بافت اندازه کف دست دفع کردم چند روز بعدم چندتا کوچیکتر بدون درد و خونریزی هم متوسط رو به پایین ده روز بعد بتا دادم سه هزار سونو داخلی هیچی نبود بیست روز بعد دوهزار چهل روز بعد 80امروز 18همه اینا بعد سقط عددو گفتم .یک ماه بعد سقط باز سونو دادم بازم چیزی نبود سه روز قبلش که سقط بشه بتا داده بودم چهارصد بود که یک هفته از موعدم گذشته بود
به دکتر گفتم علت سقط گفت نمی‌دونم",True,high,6.1,,,
326447522,باور کن خیلی اذیت میشن خیلی درد و عذاب می کشن من توی همچین خانواده ای بودم,False,high,8.92,,,
354139889,معاینه برای چی؟,False,mid,0.92,,,
410521453,هفته دوم رو نمیدونم من تو هفته ۵ داشتم بله هطرناک بود هماتوم بود مال من,False,mid,0.92,,,
299802443,زن داداشم حامله شد من تا 5 ماهگی ندونستم اصلا هم ناراحت نشدم همین که خودش با بچه اش سالم بودن خداروشکر کردم والا,False,mid,0.5399999999999999,,,
413145567,معتاد شدیم باید برامون کمپ اعتیاد بزنن,False,mid,1.5,,,
377121530,مگه سقط غیرقانونی نیست؟من میترسم برم جواب نه بشنوم,False,mid,0.5,,,
400769044,من همین الانش کلی دارم گریه میکنم. خانواده ام با طلاق مخالفن. حمایتم نمیکنن. یک پسر ۵ ساله دارم . میخوام از جهنم نجات پیدا کنم. هیچ پولی ندارم. هیچ شغلی ندارم تا دیپلم گرفتم به زور شوهرم دادن...من داغونم...,False,high,9.34,,,
thread_18011581_starter,باهام موقعیت خوبیم ندارم😭😭😭خانواده گههه فقط میخام خودمو بکشم لهنت ب این زندگی نمیدکنم کدوم روز خوشی داشتم من,True,high,5.54,,,
397819850,😭😭😭خستم اسایش ندارم حریم خصوصی ندارم,False,high,6.0,,,
396874286,"من خودمم حالم امشب خیلی بده خیلی گریه کردم
هرکسی تو جایگاه خودش یه مشکلی داره
کاملا درکت میکنم از خدا میخوام به دلت صبر و آرامش بده به خودت استرس وارد نکن قرار نیست همه ی زایمانات شبیه هم باشه صلوات بفرست سوره یاسین بخون .. صلاح خدا بوده ناشکری نکن .. از خدا برات سلامتی و آرامش آرزو میکنم",False,high,8.42,,,
thread_18071186_starter,"داشتن اندکی اضطراب و استرس در دوران حاملگی نرمال است و هیچ جای نگرانی ندارد. ولی اگر این اضطراب در زندگی روزمره اختلال به وجود آورد، تاثیر بدی بر سلامت جنین  و مادر می گذارد. نشانه های استرس در بارداری عبارت است از:
اختلال خواب
عدم تمرکز
نگرانی بیش از اندازه درباره سلامتی مادر یا جنین
انقباض عضلات
احساس نگرانی غیر قابل کنترل
برخی مواقع، حملات اضطرابی امکان دارد به حملات پانیک منجر شود. حملات پانیک خیلی اتفاقی با نشانه های بالا آغاز می شود و پیشرفت می کنند و در طول حمله پانیک، نشانه های فیزیکی افزایش پیدا می کند.
استرس و اضطراب مادر می تواند بر سلامت و رشد نوزادان و کودکان تاثیر منفی بگذارد. موارد زیر بعضی از پیامد های تاثیر استرس بر جنین می باشد.
مطالعات و تحقیقات نشان دهنده این است که افزایش سطح کورتیزول جنین امکان دارد بر عملکرد قسمت خاصی از مغز تاثیر گذار باشد که به اختلال در زمان واکنش شناختی در نوجوانی منجر شود.
استرس خطر تاخیر رشد را در بین نوزادانی که از کمبود وزن برخوردار هستند، افزایش می دهد.
سوگواری مادر در دوران حاملگی یا ماه های پیش از آغاز بارداری باعث افزایش خطر اضافه وزن یا چاقی در جنین می شود.
مطالعات نشان دهنده این است که میان استرس مادر در حاملگی و بیماری های مادرزادی قلبی ارتباط مستقیمی وجود دارد.
احتمال ابتلا جنین به اوتیسم در مادرانی که از استرس بالایی در بارداری برخوردار هستند، افزایش پیدا می کند. این احتمال در خانم هایی که سه ماهه اول حاملگی استرس زیادی را تجربه می کنند.",True,high,44.62,,,
399125585,"خب پس مشکلی نداره دیگه
دخترخاله منم انقدر کارتون انگلیسی دید الان کلا انگلیسی صحبت میکنه",False,low,-0.4,,,
348833487,هر کی کامنتمو میبینه برام دعا کنه خدا برام معجزه کنه خداااایااااااااااااا فقط معجزه ازتومیخوام دیگه 😭😭😭😭😞😭😭😞😞😞😭امیدوارم هر کی دعا کرد به بهترین شکل به حاجتاش برسه,False,high,22.52,,,
320632422,عزیزم من سر رشته ندارم..ولی بنظرم هرکاری دکترت گفته همونکارو انجام بده ..زعفرون غلیظ دم کن بخور با اویشن,False,mid,0.42,,,
thread_17507598_starter,توی مدرسه موقع تعطیل شدن بچتون از دم در حیاط مدرسه تحویل میگیرد یا وارد حیاط میشد و تحویل میگیرید,True,mid,0.5,,,
407615077,"طبیعیه دیگه
رحم داره جا باز میکنه عضلاتش کش میاد احساس گرفتگی داری
خستگی هم به خاطر هورمون ها هست",False,mid,0.76,,,
355785731,یعنی تا صبح بمونه خطرناکه آخه هیچ ماشین دیگه ای نیست😭😭😭,False,high,6.0,,,
405797717,"وای الهی😔😔
شما عذاب وجدان نداری؟🥺",False,high,11.5,,,
407973183,"متشکرم که گفتید 🌸
با درنظر گرفتن **تمام اطلاعاتی که دارید**، لازم است خیلی شفاف و در عین حال با همدلی توضیح بدهم:
### جمعبندی وضعیت فعلی
* **سن بارداری:** ۶ هفته و ۴ روز
* **ضربان قلب جنین:** ۹۹ → **ضعیف**
* **اندازه کیسه زرد:** **۸ میلیمتر** → **بزرگتر از حد نرمال**
🔴 اندازه طبیعی کیسه زرد معمولاً تا **۶ میلیمتر** است؛
**۸ میلیمتر** در این سن بارداری یک **یافته غیرطبیعی مهم** محسوب میشود.
### معنای این ترکیب چیست؟
ترکیب:
* کیسه زرد بزرگ
* ضربان قلب پایین
متأسفانه با **احتمال بالاتر سقط زودرس یا توقف رشد جنین** همراه است.
در مطالعات، وقتی کیسه زرد ≥۷–۸ میلیمتر باشد، خطر عدم ادامه بارداری بهطور قابل توجهی افزایش مییابد.
اما ⚠️ **هنوز تشخیص قطعی نیست**.
### چرا هنوز امید وجود دارد؟
* سن بارداری هنوز خیلی پایین است
* گاهی ضربان در این مرحله ضعیف است و در سونو بعدی بهتر میشود
* تصمیم پزشکی **هرگز فقط با یک سونو گرفته نمیشود**
### قدم بعدی کاملاً استاندارد
✔️ **تکرار سونوگرافی ۷ تا ۱۰ روز بعد**
در سونو بعدی معیارها:
* ضربان قلب باید **بالای ۱۲۰–۱۳۰** برسد
* رشد CRL حداقل ۵–۷ میلیمتر
* عدم افزایش بیشتر اندازه کیسه زرد
### الان چه کارهایی به نفع شماست؟
* استراحت نسبی
* دوری از استرس شدید
* مصرف منظم اسید فولیک
* اگر پزشک پروژسترون داده → **حتماً ادامه دهید**
(حتی اگر نتیجه نهایی تغییر نکند، قطع آن توصیه نمیشود)
### نکته مهم احساسی 💔
اگر نتیجه نهایی مطلوب نبود، **بدانید تقصیر شما نیست**.
این شرایط معمولاً به علت مشکلات ژنتیکی جنین است، نه کاری که شما انجام دادهاید.
اگر دوست دارید، میتوانم:
* احتمالها را خیلی دقیقتر (بهصورت تقریبی) بگویم
* بگویم در سونو بعدی دقیقاً دنبال چه چیزهایی باشید
* یا راهنماییتان کنم چگونه از نظر روحی این چند روز انتظار را مدیریت کنید
هر تصمیم یا احساسی دارید قابل درک است؛ من کنار شما هستم 🌷",False,high,15.879999999999999,,,
344692511,سه ماه بودیم همش بهونه الکی میکرد اخرم رفت,False,mid,0.5,,,
408213454,راهکارای شخمی ندین😑😑😑,False,high,6.0,,,
332254012,"آهان پس ارث و میراث میخواد اینجوری غیر مستقیم میگه
اینا دیگه کین!",False,mid,1.26,,,
346303395,"برای ازدواج خودپسره باید به این نتیجه برسه
اگه یه پسربخوادازدواج کنه،هیچ چیزی جلو دارش نیست اما اگر نخواد بهونه زیاد میاره",False,mid,0.84,,,
405797675,همه اینا مفیده نگران نباش چیزی نیس هروقت دکتر گفت چیزی بده بعدش نگران شو,False,high,8.42,,,
343407263,"پدربزرگم رو 11 سال پیش از دست دادم
دیگه اواخر سرطان تو بدنش پخش شده بود و دو هفته ای هممون اونجا بودیم
صبح بیدار شدم اومدم دیدم تختشو چرخوندن نگو رو به قبله کرده بودن
از دم در دست تکون دادم براش دیگه داخل نرفتم گفتم پدرجون من میرم بیرون کار دارم برمیگردم لبخند زد دستشو اورد بالا
رفتم بیرون دو  ساعت نشده بابام زنگ زد که بیا کمک میخوان ناهار درست کنن دست تنهان
منم پیاده داشتم برمیگشتم رسیدم به سرکوچشون دیدم دم در پارچه ی مشکی زدن و صدای قران میاد و داییام دم درن
همونجا نشستم رو زمین و شوک شدم
بدو بدو رفتم داخل دیدم جنازش رو ایوونه
جیغ زدم گریه کردم بردنم داخل دیگه هیچی یادم نمیاد
هنوزم چشم به راهشم
هنوزم میرم خونشون چشمم به دره که بیاد
هنوزم میرم خاکش باور نمیکنم که دیگه نیست
ای وای از غم دوری ای وای",False,high,10.579999999999998,,,
thread_6449035_مرغانه_1400/02/28 08:52,سلام فکر نمیکنم مشکلی باشه منم زیاد علایم ندارم،قلبش تشکیل شده؟,False,mid,0.42,,,
