thread_id,thread_title,post_id,author,posted_at,content,likes,reply_to,is_starter,user_post_count,gender,gender_code,join_date,user_age,education,status,children_count,signature,category,sub_category,age,education_clean,age_num,category_source,gender_source,unique_post_id,sig_char_count,sig_punct_count,sig_question_count,sig_excl_count,sig_emoji_count,sig_word_count,sig_neg_count,sig_pos_count,sig_pos_emoji,sig_neg_emoji,post_char_count,post_punct_count,post_question_count,post_excl_count,post_emoji_count,post_pos_emoji,post_neg_emoji,post_word_count,post_neg_count_temp,post_pos_count_temp,stress_proxy_initial,post_neg_count,post_pos_count,stress_proxy,sampling_band
18112788,دلم میخوادازدواج کنم,413706015.0,delara_80,1405/02/06 16:28,"میدونم چی میگی اماخیلی چیزام تغییرمیکنه تویکیوداری که بهش تکیه کنی میتونی مادرشی ایناخیلی حس خوبیه
ازمجردی دارم عذاب میکشم جایی زندگی میکنم که دخترای۱۳ساله شوهرکردن
همش ازاین میترسم که تااخرعمرمجردبمونم انقدرکه این یکسال حرف خواستگارشده اماپاپیش نذاشتن",0,413703706.0,False,47.0,زن,1,2 هفته پیش,,,,0,,ازدواج-و-شروع-زندگی,عروسی-و-زندگی-مشترک,,نامشخص,-1,cached_historical_source_file_repair,original_female,413706015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,252,0,0,0,0,0,0,40,1,0,4.0,2,2,4.84,mid
18003185,آخرین دعوا و بحثتون با شوهر و پارتنر,412128296.0,fghn,1404/12/01 00:02,سر دخترم دعوا کردیم دیشب یا پریشب بود فکر کنم چون من با دخترم دعوا کردم آخه سر غذا خوردن خیلی عذابم میده هیچی دیگه ما اکثرا قهر نداریم که,0,,False,457.0,زن,1,1404/06/23,,,من و فرزندانم,1,,ازدواج-و-شروع-زندگی,عروسی-و-زندگی-مشترک,,نامشخص,-1,cached_historical_source_file_repair,original_female,412128296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,0,0,0,0,0,0,30,1,0,4.0,3,0,5.5,high
17675097,سقط تو نوزده هفتگی😭,,tanha1395,1404/10/19 17:10,بچه ها من یه یه بچه مریض دارم سندروم واردنبرگ اوتیسم داره الان ۱۸ هفته باردارم ۱۵ هفته امینو سنتز دادم جوابش دو سه روزه میاد احتمال بیمار شدن بچه ۵۰ ۵۰ هست اگه بیمار باشه باید سقط کنم تو رو خدا نفری یه حمد یا هر سوره ای دعایی خواستید برام بخونید,16,,True,429.0,زن,1,1404/04/07,,,,0,,دوران-بارداری,مشکلات-بیماریها-و-عوارض-بارداری-و-تجربیات-مقابله-یا-تسکین-آنها,,نامشخص,-1,original_combined_all,original_female,thread_17675097_starter,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245,0,0,0,0,0,0,51,1,0,4.0,7,4,7.18,high
16020398,خون ریزی بعد از سقط چرا کمه,379303230.0,pari1377mosl,1404/01/30 07:59,فک نکنم سقط کردع باشی . منم ۱۱هفته سقط کردم درد شدید داشتم تا دفع شد دردم آروم شد بشدت خونریزی داشتم شدیددااا و اینکه بااین حال نصف جنین رو دفع کرده بودم کارکنم ب کورتاژ کشید واسع شما شاید کوچیک بوده. درد نداشتی یا شایدم کامل دفع نشدع,0,379303088.0,False,1854.0,زن,1,1401/09/20,,,,0,,دوران-بارداری,بارداری-ناخواسته-سقط-و-واکنشهای-روحی-و-روانی-از-دست-دادن-جنین,,نامشخص,-1,original_combined_all,original_female,379303230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234,2,0,0,0,0,0,50,3,0,12.0,8,3,15.76,high
17969951,وای دم عیدی پوستم نابود شد توروخدا بیاید 😭😭😭,411531174.0,dokhtaramofatheghalb,1404/11/26 19:51,آب لیمو شنیدم خوبه برا پوست,0,,False,3486.0,زن,1,1404/08/15,19 سال,در حال تحصیل,,0,تو دنیای مهران غفوریان ها بهرام افشار باش❤🌱رهاکن زندگی میتونه بی نهایت پرده بشمره❤🫀🫂🦋عرب ملک غزه فلسطین کجا ؟هزاران چو لبنان و این و آن فدای یک خشت ایران زمین 🦋,بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,19 سال,سایر,19,original_combined_all,original_female,411531174,160,1,1,0,2,29,0,0,6,0,27,0,0,0,0,0,0,5,0,0,0.0,0,0,0.0,low
17754175,جنین بریج چطور میچرخه,407778421.0,5mama,1404/11/01 12:01,"هروقت دلش بخاد میچرخه😁
من دیگه دلم میخاست بریچ بشه سزارین کنم که کردم ولی تااخر سفال بود هزینه برام برداشت فدای سرش",0,,False,5903.0,زن,1,1397/12/08,1 سال,کارشناس,,0,زیر۲۱سال ریپلای نکنه لطفااا دعوا نداریم ✅️                         زیر۱۸سال اینقدر حق بجانب و پرو نباش اگر هستی حوصلت ندارم ...احترام=احترام✅️                                                 به سوالات درباره بارداری وزایمان جواب میدم☺️                   خدایاااا برای آرامش زندگیم ممنونم🌈🌈❤️,بارداری-و-زایمان,رشد-و-تکامل-جنین-و-سیر-بارداری,1 سال,کارشناسی,-1,original_combined_all,original_female,407778421,291,3,0,0,4,35,0,3,6,0,115,0,0,0,1,1,0,23,0,0,-0.5,2,2,0.33999999999999997,mid
17986997,بیمارستان صارم میخوام برم,,بامهساتامهسا,1404/11/28 23:16,هفته شش بارداری هستم هنوز دکتر نرفتم میخوام برم بیمارستان صارم، فقط دکتر نیک نفس رو میشناسم که گفتن حالا حالا ها وقتش پره. کدوم دکترش خوب و مطمئنه؟,0,,True,229.0,زن,1,1401/12/27,,,,0,,بارداری-و-زایمان,رشد-و-تکامل-جنین-و-سیر-بارداری,,نامشخص,-1,original_combined_all,original_female,thread_17986997_starter,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,3,1,0,0,0,0,31,0,1,1.0,1,4,0.37999999999999995,mid
13095786,قرص منیزیم کیا استفاده کردید توروخدا بیاید....,398218314.0,uvvvvi,1404/07/20 22:27,منیزیم خوردم تنظیم معده و روده ام بهم ریخت پشیمان شدم از خریدنش,0,,False,12.0,مرد,0,1399/03/14,49 سال,دیپلم,,0,ساکن شهرری,دوران-بارداری,سلامت-عمومی-ورزش-تغذیه-تناسب-اندام-زیبایی-و-آراستگی-در-بارداری,49 سال,دیپلم,49,original_combined_all,historical_scraped_male_profile_replay,398218314,10,0,0,0,0,2,0,0,0,0,63,0,0,0,0,0,0,12,0,0,0.0,1,1,0.42,mid
10885650,زایمان با امپول درد،خیلی سختتر از زایمان عادیه؟استرس شدید دارم,286412098.0,maedehxx,1402/01/30 05:10,"دردش بیشتر نیس ولی طولانی تره پروسه زایمان
مثلا اونجوری 2ساعت درد داری و لیبا امپول مثلا ده ساعت",0,,False,3777.0,زن,1,1401/10/19,,درج نشده است,,0,گریه مکن که سرنوشت گر مرا ازتو جدا کرد عاقبت دلهای ما باغم هم آشنا کرد.....,دوران-بارداری,سلامت-عمومی-ورزش-تغذیه-تناسب-اندام-زیبایی-و-آراستگی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,286412098,75,5,0,0,0,17,2,0,0,0,96,0,0,0,0,0,0,20,2,0,8.0,2,0,9.0,high
13744177,آیا رازیانه باعث سقط میشه؟,340919540.0,گل_رز_آبیی,1403/03/09 20:46,"انقدر قلبت سیاه شده که راحت نفرین میکنی
نفرین به صاحبش برمیگرده تویی که بچتو میکشی از خدا میخوای بنظرت خدا دعاتو براورده میکنه؟
اونموقع داشتی به وجودش میاوردی به اینجا فکر نکردی؟",1,340919187.0,False,8010.0,زن,1,1402/10/22,23 سال,‌دانشجو,,0,شبیه مه شده بودی،نه میشد در آغوشت گرفت و نه آنسوی تورا دید،تنها میشد در تو گم شد که شدم... لطیف و دور گریزی ،مگر خیال منی مربای توتفرنگی من؛ شیرینترین اشتباه زندگیم بودی.مربای توتفرنگی من؛ کاش هیچوقت تموم نمیشدی... ‏همه گفتند ك نگاهت تاوان دارد من دیوانه چرا نگاهت کردم:),بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,23 سال,دانشجو,23,original_combined_all,original_female,340919540,271,13,0,0,0,62,1,0,0,0,178,2,2,0,0,0,0,35,2,0,9.2,2,4,9.68,high
14831650,مواد کباب تابه ای بذارم داخل یخچال تا فردا ظهر خراب میشه,359004476.0,عسل_نفس_مامان,1403/08/11 22:00,مواد ک گفتی رو‌ تو کیسه فریزر میزارم.فریز میکنم.بعد صبح در میارم‌میزارم‌تو یخچال.,0,359003901.0,False,49517.0,زن,1,1396/02/09,40 سال,لیسانس,من و فرزندانم,1,❤️همسر و دو فرشته ی زیبایم بودنتان ابدی❤️,بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,40 سال,کارشناسی,40,original_combined_all,original_female,359004476,41,0,0,0,2,7,0,0,2,0,81,3,0,0,0,0,0,18,0,0,0.0,0,4,-0.32,low
12230672,چه گوشتی استفاده می کنین ؟,,a_j_1370,1402/07/22 10:07,گوشت سفید مرغ و ماهی. قرمز گوسفند برای خورشت و مخلوط شتر و گوسفند برای چرخکرده . گاو به هیچ عنوان نمی خوریم,1,,False,4416.0,زن,1,1401/07/26,,درج نشده است,,0,هر لحظه که تسلیمم در کارگه تقدیر -آرام تر از آهو بی باک تر از شیرم - هر لحظه که می کوشم در کار کنم تدبیر - رنج از پی رنج آید زنجیر پی زنجیر - (مولانا),دوران-بارداری,سلامت-روانی-خواب-روابط-عاطفی-و-جنسی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,thread_12230672_a_j_1370_1402/07/22 10:07,150,2,0,0,0,35,0,0,0,0,107,2,0,0,0,0,0,23,0,0,0.0,2,5,0.6,mid
15031809,یک حس ششمی بیاد,362645055.0,ariii,1403/09/12 00:22,خواهرم انگاری بختش بسته شده.  هر کی میاد جور نمیشه 😔,1,362644835.0,False,2163.0,زن,1,1395/06/24,35 سال,,,0,,دوران-بارداری,بارداری-ناخواسته-سقط-و-واکنشهای-روحی-و-روانی-از-دست-دادن-جنین,35 سال,نامشخص,35,original_combined_all,original_female,362645055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,0,0,1,0,1,11,0,0,2.0,0,1,1.92,mid
16871871,بهم گفتند تو طالع تو بچه نیست,393433899.0,گل۱۲۳یاس,1404/06/07 14:42,"فقط میتونم بهت بگم اولین کار در اولین وقت و زمان حتما برو دکتر حتماااا
و گاها تو بارداری هماتوم به وجود میاد اگه نری بهت نگن ممکنه سقط بده خدایی نکرده زود برو اگه باشه استراحت کامل باید بکنی
و اینکه نظر من اینکه همین اول کار ب شوهرت بگو
البته این فقط نظر شخصی هست . یه وقت نگی بعدا بفهمه خدایی نکرده چیزی بشه البته نمیشه ولی درکل اون پدره و از نظر حقوقی و قانونی  و شرعی مسئولیت بزرگی داره  حالا بدونه  به هرحال بهتره ، البته این فقط نظر شخصی منه",0,393421433.0,False,1570.0,زن,1,1403/10/02,,,,0,,دوران-بارداری,سایر-موضوعات-در-بارداری,,نامشخص,-1,cached_historical_source_file_repair,original_female,393433899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,446,2,0,0,0,0,0,96,0,0,0.0,1,7,-0.06000000000000005,low
8548687,میشه شش عصر برسی خونه و شامم بذاری و به خودت و خونه و شوهرم برسی؟زن اذییت نمیشه اینطوری؟,,مامان_شاه______پسرام,1401/02/06 12:38,"به نظر من کار کردن زن متأهل هدر دادن عمرشه
یکی دو سه سالی کار کنه یه سرمایه به دست بیاره سرمایه گزاری کنه یا یه درآمد غیر فعال داشته باشه
بعد بره درسشو ادامه بده یا به پیشرفت های اینچنینی برسه
زن بره سر کار اعصاب داغون بیا خونه با همه دعوا و بدرفتاری و ... اون کارش بدرد ... میخوره
اگه مجرد باشه خب برای سرگرمی خوبه بره سرکار ولی برای متأهل ها با جامعه امروز ما ضررها و معایبش  بیشتر از فواید و حسنیاتشه",0,235043365.0,False,7334.0,زن,1,1396/08/22,35 سال,درج نشده است,,0,از وقتی که مادر شدم، فهمیدم چقدر میتونم قوی باشم ؛ جایی برای تسلیم شدن یا استراحت کردن وجود نداره ؛ هر احساسی هم که داشته باشی باید عاشقانه پیش بچه ات بمونی و ازش مراقبت کنی ... چون یکی هست که تکیه گاهش تویی ؛وقتی بغض میکنه، بوی تنت ، صدات، لمس کردنت،دلشو آروم میکنه ... یعنی یکی هست که  تمام دنیاش تویی🩷,دوران-بارداری,سلامت-روانی-خواب-روابط-عاطفی-و-جنسی-در-بارداری,35 سال,نامشخص,35,original_combined_all,original_female,thread_8548687_مامان_شاه______پسرام_1401/02/06 12:38,304,14,0,0,0,67,0,0,1,0,403,6,0,0,0,0,0,85,0,1,-0.2,5,12,1.2400000000000002,mid
16624448,امروز کارگر خونه مادرشوهرم بهم تیکه انداخت😐,389321942.0,_maleficent_,1404/05/02 02:21,"امروز من تو خونه خودمون کار داشتم و کلی البالو خریده بودیم مادرشوهرم به شوهرم گفته بود که بگو خانمت بیاد کمک کنه  قربونی بریدیم شوهرمم گفته بود خانم من کلی کار دارع سری قبل هم تنهایی اومد کمکت کرد کلی قربونی خورد کردید
من یه لحظه رفتم خونه مادرشوهرم دیدم این خانمع اونجاس مادرشوهرم پیش اون به من تیکه انداخت که نرو بمون کمک کن منم بهش گفتم من تو خونه کار دارم البالوهام داره خراب میشه دست تنهام تموم که شد میام این خانمه کارگره هم اومد تو راهرو بع من گف کجا میری بمون کمک کن گفتم من تو خونه خودم کار دارم به مادرشوهرم توضیح دادم یا مسخره خندید تو روم گف چیکار داری نکنه قالی میبافی😐😐😐😐
از عصبانیت نتونستم هیچی بهش بگم",0,389321627.0,False,6339.0,زن,1,1401/11/24,22 سال,درج نشده است,,0,🌱🫧ریشه میخواهد سبز ماندن در ویرانی ها🫧🌱,دوران-بارداری,بارداری-ناخواسته-سقط-و-واکنشهای-روحی-و-روانی-از-دست-دادن-جنین,22 سال,نامشخص,22,original_combined_all,original_female,389321942,39,0,0,0,2,7,0,0,2,0,617,0,0,0,1,0,0,124,1,0,4.0,4,13,4.96,mid
18092080,نونزده سالمه بیست و یک سالگی بچه دار شدن منطقیه❓😩,413508599.0,sabanorz6352,1405/01/26 14:26,همون 24 خودت,1,,False,5356.0,زن,1,1402/03/29,31 سال,درج نشده است,,0,زمین را گر شوی مالك، طمع بر آسمان داری''✓,ازدواج-و-شروع-زندگی,عروسی-و-زندگی-مشترک,31 سال,نامشخص,31,cached_historical_source_file_repair,original_female,413508599,41,3,0,0,1,9,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0.0,0,0,0.0,low
17909324,دوستان ی قند شکن خوب معرفی میکنید,410472684.0,closefire,1404/11/18 22:08,منتظر خبر خوبه متصل شدنتون هستم .,0,,False,646.0,مرد,0,invalid,,,,0,,بارداری-و-زایمان,رشد-و-تکامل-جنین-و-سیر-بارداری,,نامشخص,-1,original_combined_all,historical_scraped_male_profile_replay,410472684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,1,0,0,0,0,0,7,0,0,0.0,1,0,0.5,mid
16658290,کیا آزمایش هورمونی داادن بیایید,389873738.0,دخترخوز,1404/05/07 00:51,شب قبلش سوتین نبند،رابطه نداشته باش،به موقع بخواب،استرس هم نداشته باش،بعد ازمایش بده اگه بالا هم بود با قرص حله,1,,False,526.0,زن,1,1398/01/07,,,,0,,دوران-بارداری,سایر-موضوعات-در-بارداری,,نامشخص,-1,cached_historical_source_file_repair,original_female,389873738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,4,0,0,0,0,0,28,1,0,4.0,4,4,5.68,high
13922888,بارداری,343942711.0,قیمه_با_مرغ,1403/04/04 00:29,صدای قلبشو شنیدی یا نه,0,,False,6442.0,زن,1,1402/06/13,,کارشناسی,,0,خدایاااا شکرت بخاطر نعمت بزرگی که بهم دادی کمکم کن بتونم خوب از پس بزرگ کردنش بربیام   خدایا شکرت بخاطر زندگیممممممم🌿♥️,دوران-بارداری,مشکلات-و-بیماریهای-جنین,,کارشناسی,-1,original_combined_all,original_female,343942711,119,0,0,0,1,21,0,3,2,0,22,0,0,0,0,0,0,5,0,0,0.0,0,0,0.0,low
16607963,یه لباس گرووون گرفتم بیاین عکس,389047868.0,تیناام,1404/04/30 20:09,"میترسه بریم بخریم....
بخدا ما پول نداریم",1,389047828.0,False,12777.0,زن,1,1399/10/20,,متحصل,من و فرزندانم,2,خوشبحال مردها دلشان که بگیرد سیگار می‌کشند..هرزمانی هم که باشد بدون ترس ودلهره،به دل خیابان میزنند،حتی اگرشد وسایل دم دستشان رامیشکنند،اما ما زن ها چه؟؟؟نه خیابان برای دلتنگی هایمان امن است،نه سیگار با طبع لطیفمان سازگار...نه دل شکستن ظرف ها راداریم...مازن ها که دلمان میگیرد...زورمان به موهایمان میرسد...به ناخن هایمان میرسد...به بغضمان میرسد...ما زن ها درمواقع دلتنگی خیلی قوی که باشیم نهایت درگوشه ای مچاله می‌شویم وبی صدا می‌میریم..,بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,,سایر,-1,original_combined_all,original_female,389047868,436,29,3,0,0,81,1,0,0,0,40,4,0,0,0,0,0,9,0,0,0.0,1,1,0.42,mid
17514316,کسی پیش نازنین فرشچیان سونوگرافی رفته,405247014.0,جنگل_پاییزی,1404/10/07 23:26,"برات صلوات فرستادم ان شاالله  بارداریت به سلامتی باشه گلم...
اگه دوست داشتی برو این مطالبو بخون برای زیبایی و هوش و خوش اخلاق و خوش روزی بودن بچه و........ داره
اگه دقیق انجام بدی نتیجه صد در صدی میگیری .
استفاده کردی برای شادی روح خواهرم صلوات بفرست 💓
اگه میخوای بچت تو فامیل از همه نظر زیبایی و اخلاق و... تک باشه بخون و انجام بده .. فقط اونایی که میترسی نخور مثل رازیانه و....❌️❌️❤️
فارغ از هر دین و باوری آدم دوست داره بچه های باهوش وسالم و خوبی داشته باشه ... که نه غصه دیر راه افتادنش یا دیر حرف زدنشو داشته باشه نه غصه ناله نفرین دیگران...🚫
اگه دوست داری بچه باهوش و خوش اخلاق و باایمان و زیبا داشته باشی این مطالبو بخون و انجام بده ❌❌❌
یادت باشه
شخصیت و اخلاق و ایمان و عقل و همه چی بچت به دست تو میخواد شکل بگیره... پس حسابی تلاش کن ..
توی حاملگی همه کارارو بکن بچت دنیا بیاد نصف راهو رفتی
یه مثال هست که میگه ذات بد نیکو نگردد چون که بنیادش بد است ... پس بنیاد بچتو عالی بساز .. وسعی کن تو اون نه ماه از گناه دوری کنی ....
غیبت ..تهمت...حسودی... دروغ.. یاهرچی که گناهه تو اون نه ماه دوری کن ازش 💓موفق باشین عزیز
https://www.ninisite.com/profile/forum/topic?topicId=10683214&slug=خانم-های-باردار-یاهرکی-در-آینده-میخواد-باردار-بشه-بدو-بیا&postId=308706153",1,,False,10070.0,زن,1,1401/08/20,,درج نشده است,,0,لایک نکن گلم ⛔️❤️🙂 ان  شاالله از مطالب‌ تاپیک هام استفاده کنیدو به دردتون بخوره بجاش صلوات ‌ یادت نره ها (⁠◠⁠‿⁠◕⁠)⁩ درخواست دوستی هم قبول نمی کنم ....♡ وقتی‌ بدنیا‌ اومدی،تو‌ گریه کردی؛بقیه خندیدن!حالا‌ یجوری زندگی‌کن.. که‌ موقع‌ مرگت‌، همه گریه‌ کنن‌ تو بخندی..♡,بارداری-و-زایمان,رشد-و-تکامل-جنین-و-سیر-بارداری,,نامشخص,-1,original_combined_all,original_female,405247014,263,14,0,1,5,57,3,0,2,1,1163,53,1,0,5,3,5,247,1,6,12.5,13,32,15.14,high
11470766,باردارم هرشب دارم با گریه میخوابم,299005049.0,m_janan,1402/04/12 22:26,"خدا نکنه
برام دعا کنین اینجور نباشه",1,299004538.0,False,269.0,زن,1,1401/09/27,,,,0,,بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,299005049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0,0,0,0,0,0,7,0,0,0.0,1,1,0.42,mid
15470452,توروخدا کیا قرص تاوانکس مصرف کردید بیاید,370294822.0,m7802,1403/11/11 17:19,والا برا من موقتی بود دوباره آلرژیم برگشته نمیتونم نفس بکشم پدرمو در آورده سر درد آبریزش بینی کیپ شدن بینی احساس فشار رو گونه و سر ولی نفس کشیدنی میسوزه دارم خفه میشم,0,370294621.0,False,86.0,زن,1,1401/06/28,,,,0,,دوران-بارداری,سلامت-عمومی-ورزش-تغذیه-تناسب-اندام-زیبایی-و-آراستگی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,370294822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,166,0,0,0,0,0,0,34,1,0,4.0,1,2,4.34,mid
15910684,چیکار کنم بچم رشد نمیکنه دارم داغون میشم,377534511.0,قلبم_او,1404/01/14 22:54,"چی بگم والا. هزار بار ارزو کردم کاش قدیم بود اصلا این چیزا نبود. بخدا دیوانمون کردن. قدیم بچه مشکل دارم میزاییدن کمتر از ماها درد میکشیدن.
فقط و فقط بخدا توکل کن و با فسقلی تو شکمت بازی کن. براش قران بخون. عروسک بذار رو شکمت.",0,377533970.0,False,340.0,زن,1,1403/12/02,,,,0,,دوران-بارداری,مشکلات-و-بیماریهای-جنین,,نامشخص,-1,original_combined_all,original_female,377534511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,7,0,0,0,0,0,54,1,0,4.0,4,6,5.52,high
14217898,گوه خوردم سمیرا,348619281.0,آرمین_زارعی_2afm,1403/05/15 21:17,الان ی سری روشن فکر پاچه خوار واسه عنوان گزارش میزنن😂😂💔,4,,False,7163.0,زن,1,1402/02/18,,درج نشده است,,0,,دوران-بارداری,مشکلات-و-بیماریهای-جنین,,نامشخص,-1,original_combined_all,original_female,348619281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,0,0,0,1,2,1,9,0,0,1.0,0,2,0.8400000000000001,mid
14279072,دیابت در بارداری به کمکتون احتیاج دارم,349635642.0,خورشید_74_خورشید,1403/05/24 20:55,همین ک ثابت هم بمونه خیلی خوبه بالا نره ک خدایی نکرده بخوام دارو یا انسولین استفاده کنم,1,349635462.0,False,285.0,زن,1,1402/02/23,30 سال,کارشناسی,,0,خدایا تو دلیمو سپردم ب خودت سالم سالم بگیرمش تو بغلم,دوران-بارداری,مشکلات-بیماریها-و-عوارض-بارداری-و-تجربیات-مقابله-یا-تسکین-آنها,30 سال,کارشناسی,30,original_combined_all,original_female,349635642,52,0,0,0,0,11,0,2,0,0,87,0,0,0,0,0,0,18,0,0,0.0,0,3,-0.24,low
13401655,چقدر بده آدم باردار باشه و...,334812613.0,برادرشوهر_نی_نی_یار,1403/01/20 11:33,الان برای ۱۵۰ تومن گریه کردی چند روز دیگه برای پوشک و شیر خشک گریه میکنی پس عادت کن عزیزم,2,,False,8910.0,زن,1,1400/08/08,,اکابر,,0,اگه نی نی یار اخطار زرد و نارنجی نده یه کامنتی بزاریم 😑😑 دو روز وصلم سه روز قطع 😂😂😂,دوران-بارداری,بارداری-ناخواسته-سقط-و-واکنشهای-روحی-و-روانی-از-دست-دادن-جنین,,سایر,-1,original_combined_all,original_female,334812613,83,0,0,0,2,19,0,0,3,2,89,0,0,0,0,0,0,20,2,0,8.0,4,5,9.6,high
12444803,آبتین یا آیهان برا نی نی پسر؟؟؟؟😍😍,317730251.0,دختر،شاه،پریونم۷۳۷۶,1402/08/25 21:46,میگن بره مدرسه بچه ها مسخره میکنن,1,317730130.0,False,30536.0,زن,1,1401/12/20,28 سال,کی داده کی گرفته,,0,"هیچ وقت به آدما نگید""چرا اینقدر میخوابی؟""""چرا انقدر جوش میزنی""""چرا انقدر چاقی""تا کی میخوای درس بخونی""""چرا برای چندرغاز میری سرکار؟""""این همه تو خونه میمونی که چی بشه""و....  شایداون بین پریدن از یه ساختمون ۲۰ طبقه ، و بیخیال شدن از کاری که سالهاست براش تلاش کرده ،درس خوندنی که پر از فشار عصبی،فعالیت بدنی که نتیجه رو نمیبینه، بیماری که هر روز باهاش دسته و پنجه نرم میکنه و جنگی که راجع بهش با هیشکی حرف نمیزنه و سعی میکنه پیروز بشه ،.ویه حرف شما ممکنه اون لیوان صبری که با چنگ و دندون نگهش داشته...لبریز بشه.                                      ساعت ۱ بامداد ۹/۲۵ نی نی ام از پیشم رفت🖤😔💔",دوران-بارداری,مشکلات-و-بیماریهای-جنین,28 سال,سایر,28,original_combined_all,original_female,317730251,587,27,2,0,1,137,1,1,0,3,33,0,0,0,0,0,0,6,0,0,0.0,0,0,0.0,low
12874821,بنظرتون با ورزش میشه آین شکمو اب کرد+عکس,325425744.0,یک_فنجان_عشق,1402/11/01 17:54,توی خونه ورزش کن رژیم بگیر آب میشه شل هم نمیشه,0,325425665.0,False,2300.0,زن,1,1400/06/02,29 سال,درج نشده است,,0,خدا یه چیزی میدونست که تو رو بهم داد پسرم ❤️ مرهم همه زخم هام شدی,دوران-بارداری,مشکلات-و-بیماریهای-جنین,29 سال,نامشخص,29,original_combined_all,original_female,325425744,65,0,0,0,1,16,0,0,1,0,46,0,0,0,0,0,0,11,0,0,0.0,0,2,-0.16,low
18145114,النگو یا دستبند,413992598.0,مهتابماب,1405/02/22 16:35,عزیزم میشه از بنگل های دخترانه چند مدل بفرستی,0,413992351.0,False,9.0,زن,1,1404/04/09,,,,0,,متفرقه,عمومی,,نامشخص,-1,cached_historical_source_file_repair,original_female,413992598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,0,0,0,0,0,0,8,0,0,0.0,0,2,-0.16,low
11818127,تفاوت سن بارداری و سونوگرافی کی تحربه کرده؟,,behradmom,1402/05/26 18:32,"خواهرشوهرم دیروز به حساب اولین روز قاعدگی که میشه ۸هفته رفته سونو دکی گفته ۵هفته و ۴روزی ساک و کیسه زرده هست
ولی رویان و ضربان نیست دو هفته دیگه بیا
اشکش دم مشکشه
این همه اختلاف بین تاریخ پریود و سونو طبیعی نیست؟",0,,True,301.0,زن,1,1401/07/18,,درج نشده است,,0,,دوران-بارداری,مشکلات-و-بیماریهای-جنین,,نامشخص,-1,original_combined_all,original_female,thread_11818127_starter,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,1,1,0,0,0,0,48,1,0,5.2,4,2,6.34,high
18046012,چقدر مردای خوبم بد شانسن مثل ما زنا,412883838.0,زمردین,1404/12/06 15:56,برای اینکه حس قربانی بودن و دارن واین اتفاقات براشون میفته,0,,False,1556.0,زن,1,1403/06/21,,,,0,,دوران-بارداری,سایر-موضوعات-در-بارداری,,نامشخص,-1,cached_historical_source_file_repair,original_female,412883838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,0,0,0,0,0,0,11,0,0,0.0,1,1,0.42,mid
12834422,توروخدا جواب بدین خیلی داغونم,324692340.0,نیوگارا,1402/10/25 19:33,"ببین من
بچه دار نشدماز اینا که میگی سردرنمیارم
و الا خداشاهده همیشه کمک میکنم",0,324692184.0,False,86232.0,زن,1,1399/03/13,5 سال,درج نشده است,,0,💍♥ i said yes,دوران-بارداری,مشکلات-و-بیماریهای-جنین,5 سال,نامشخص,-1,original_combined_all,original_female,324692340,13,0,0,0,1,4,0,0,2,0,77,0,0,0,0,0,0,14,0,0,0.0,0,1,-0.08,low
